iso3c,country,date,SPI.D1.MSC,SPI.D1.1.SNAU,SPI.D1.2.NABY,SPI.D1.3.CNIN,SPI.D1.4.CPIBY,SPI.D1.5.HOUS,SPI.D1.6.EMPL,SPI.D1.7.CGOV,SPI.D1.8.FINA,SPI.D1.9.MONY,SPI.D1.10.IDDS,SPI.D1.11.CRVS,SPI.D1.12.GSBP,SPI.D2.CS,SPI.D2.1.POPU,SPI.D2.2.AGRI,SPI.D2.3.BIZZ,SPI.D2.4.HOUS,SPI.D2.5.AGRI,SPI.D2.6.LABR,SPI.D2.7.HLTH,SPI.D2.8.BIZZ,SPI.D3.AKI,SI.POV.NAHC,SH.DYN.MORT,SH.IMM.MEAS,SE.PRM.CMPT.ZS,SE.ADT.LITR.ZS,SH.H2O.BASW.ZS,SL.UEM.TOTL.NE.ZS,NV.IND.MANF.ZS,NE.GDI.TOTL.ZS,NY.GDP.DEFL.KD.ZG,BN.GSR.GNFS.CD,SN.ITK.DEFC.ZS,SPI.D4.DPO,SPI.D4.1.CALD,SPI.D4.2.NADA,SPI.D4.3.PORT,SPI.D4.4.TIME,SPI.D4.5.META,SPI.D4.6.USER,SPI.D4.7.GEOS,SPI
MDA,Moldova,2017,87.5,0.5,1,1,1,1,1,0.5,0.5,1,1,1,1,52.5,1,1,0,1,0,0.3,0.3,0.6,91.66666666666667,1,1,1,1,1,1,1,1,1,1,1,0,57.14285714285714,1,0,1,1,1,0,0,72.20238095238096
MDG,Madagascar,2017,29.166666666666668,0,0,0,0.5,1,0,0,0.5,1,0.5,0,0,35,0,0,0,0.6,0,0.6,1,0.6,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,36.875
MDV,Maldives,2017,41.66666666666667,0.5,0,0,0.5,1,0,0.5,0,1,0.5,1,0,48.75,1,1,0,1,0,0,0.3,0.6,91.66666666666667,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,45.520833333333336
MEX,Mexico,2017,79.16666666666666,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,86.25,1,1,1,1,0.6,1,0.3,1,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,87.78273809523809
MHL,Marshall Islands,2017,4.166666666666666,0,0,0,0,0,0,0,0,0,0.5,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,66.66666666666667,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,24.895833333333336
MLI,Mali,2017,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,75,1,1,0,1,1,0,1,1,83.33333333333333,0,1,1,1,1,1,1,0,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,49.4047619047619
MLT,Malta,2017,75,0.5,1,1,0.5,1,0,1,1,1,1,1,0,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,86.01190476190476
MMR,Myanmar,2017,33.33333333333333,0,0.5,0,0.5,0,0,0.5,1,1,0.5,0,0,56.25,1,1,0,0.6,0,0.3,1,0.6,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,42.857142857142854,0,0,1,1,1,0,0,56.026785714285715
MNE,Montenegro,2017,37.5,0.5,0,1,0.5,1,0,0,0,0,0.5,1,0,61.25000000000001,1,1,0,1,0,1,0.3,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,1,0,65.46130952380953
MNG,Mongolia,2017,62.5,0.5,0.5,0.5,0.5,1,1,0.5,0,1,1,1,0,65,1,1,0,1,0,1,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,0,1,0,72.64880952380953
MOZ,Mozambique,2017,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,43.75,1,1,0,0.6,0,0,0.6,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,1,1,0,0,1,0,0,54.985119047619044
MRT,Mauritania,2017,29.166666666666668,0.5,0,1,0.5,1,0,0,0,0,0.5,0,0,52.5,1,1,0,0.6,0,0.3,1,0.3,83.33333333333333,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,41.25
MUS,Mauritius,2017,70.83333333333334,0.5,0,1,0.5,1,1,1,0.5,1,1,1,0,66.25,1,1,1,1,0,1,0,0.3,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,71.47321428571428
MWI,Malawi,2017,20.833333333333336,1,0.5,0.5,0,0,0,0,0,0,0.5,0,0,66.25,1,1,0,1,0,0.3,1,1,91.66666666666667,1,1,1,1,1,1,0,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,51.83035714285714
MYS,Malaysia,2017,54.166666666666664,0.5,0.5,1,0.5,1,0,0,0,1,1,1,0,57.49999999999999,1,1,0,1,0,1,0,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,67.20238095238095
NAM,Namibia,2017,29.166666666666668,0.5,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,65,1,1,0,1,0,1,0.6,0.6,83.33333333333333,1,1,1,0,0,1,1,1,1,1,1,1,42.857142857142854,0,1,1,1,0,0,0,55.089285714285715
NER,Niger,2017,29.166666666666668,0.5,0,0.5,0,1,0,0,0,1,0.5,0,0,61.25000000000001,1,1,0,1,1,0,0.6,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,1,1,0,0,1,0,0,56.23511904761905
NGA,Nigeria,2017,37.5,1,0.5,1,0.5,0,0,0,0,1,0.5,0,0,45,0.5,0.5,0,0.3,0.3,0,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,57.14285714285714,1,1,1,0,1,0,0,53.660714285714285
NIC,Nicaragua,2017,33.33333333333333,0.5,1,0.5,0.5,0,0,0,0,1,0.5,0,0,50,0.5,1,0,1,0.3,0.3,0.6,0.3,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,14.285714285714285,0,0,0,0,1,0,0,47.32142857142857
NLD,Netherlands,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,57.14285714285714,1,0,1,1,1,0,0,80.95238095238093
NOR,Norway,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,0,1,1,1,1,0,86.60714285714286
NPL,Nepal,2017,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,75,1,1,0,1,0,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,0,1,0,55.50595238095239
NRU,Nauru,2017,16.666666666666664,0.5,0.5,0,0,0,0,0,0,0,0,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,58.333333333333336,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,25.9375
NZL,New Zealand,2017,66.66666666666666,1,1,1,1,1,0,0,0,1,0,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,81.84523809523809
OMN,Oman,2017,37.5,1,0.5,0.5,0,1,0,0,0,1,0.5,0,0,32.5,1,1,0,0.3,0,0,0.3,0,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,42.857142857142854,0,0,1,1,0,0,1,51.13095238095239
PAK,Pakistan,2017,29.166666666666668,0.5,0,1,0.5,0,0,0,0,1,0.5,0,0,70,1,1,0,1,0,1,1,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,56.93452380952381
PAN,Panama,2017,25,0.5,0.5,0.5,0,0,0,0,0,1,0.5,0,0,57.49999999999999,1,1,0,1,0,1,0.3,0.3,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,1,0,0,1,1,0,0,54.25595238095239
PER,Peru,2017,33.33333333333333,0.5,0.5,1,0.5,0,0,0.5,0,0,1,0,0,73.75,1,1,0,1,0.6,1,1,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,1,1,1,1,0,0,0,66.05654761904762
PHL,Philippines,2017,41.66666666666667,0.5,0,0.5,0,1,0,0,0,1,1,1,0,95,1,1,1,1,1,1,0.6,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,77.02380952380953
PLW,Palau,2017,25,0.5,0,0,0.5,0,0,0,0.5,0,0.5,1,0,28.749999999999996,1,1,0,0.3,0,0,0,0,83.33333333333333,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,34.27083333333333
PNG,Papua New Guinea,2017,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,58.333333333333336,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,27.8125
POL,Poland,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,70,1,1,0,1,1,1,0,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,0,1,1,1,0,1,81.19047619047619
PRT,Portugal,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,91.66666666666666
PRY,Paraguay,2017,37.5,0.5,0,0.5,0,1,0,1,0,1,0.5,0,0,61.25000000000001,1,1,0,1,0,1,0.6,0.3,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,51.17559523809524
PSE,West Bank and Gaza,2017,59.09090909090909,0,NA,1,0.5,1,0,1,0,1,1,0,1,77.5,1,1,1,1,0.6,1,0.3,0.3,83.33333333333333,1,1,0,1,1,1,1,1,1,1,1,0,28.57142857142857,1,0,0,0,1,0,0,62.12391774891775
QAT,Qatar,2017,33.33333333333333,0.5,0.5,0.5,0,0,0,0,0,1,0.5,1,0,48.75,1,1,0,0.6,0,1,0.3,0,83.33333333333333,0,1,1,1,1,1,1,1,1,1,1,0,42.857142857142854,1,0,0,1,1,0,0,52.06845238095238
ROU,Romania,2017,66.66666666666666,0.5,0,1,1,0,1,1,0.5,1,1,1,0,70,1,1,0,1,1,1,0,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,78.51190476190476
RUS,Russian Federation,2017,83.33333333333334,0.5,0.5,1,1,1,0,1,1,1,1,1,1,57.49999999999999,1,1,0,1,0,1,0,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,1,1,0,0,1,0,0,68.83928571428571
RWA,Rwanda,2017,45.83333333333333,1,0.5,1,0.5,1,0,0,0,1,0.5,0,0,86.25,1,1,1,1,1,0.6,1,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,0,1,1,0,75.87797619047619
SAU,Saudi Arabia,2017,29.166666666666668,1,0.5,0.5,0,1,0,0,0,0,0.5,0,0,70,1,1,1,0.6,0,1,0,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,0,1,1,1,0,1,63.48214285714286
SDN,Sudan,2017,16.666666666666664,0,0,0,0.5,0,0,0,0,1,0.5,0,0,52.5,1,1,0,1,0,0.3,0.3,0.6,66.66666666666667,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,33.95833333333333
SEN,Senegal,2017,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0.5,1,1,0,0,56.25,1,1,0,0.3,0.6,0,1,0.6,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,63.16964285714286
SGP,Singapore,2017,62.5,1,0.5,1,0.5,1,0,0.5,1,0,1,1,0,57.49999999999999,1,1,0,1,0,1,0,0.6,83.33333333333333,0,1,1,1,1,1,1,1,1,1,1,0,71.42857142857143,1,0,1,1,1,0,1,68.69047619047619
SLB,Solomon Islands,2017,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,36.25,1,1,0,0.3,0,0,0.3,0.3,58.333333333333336,0,1,1,1,0,1,0,0,0,1,1,1,14.285714285714285,0,0,0,1,0,0,0,32.42559523809524
SLE,Sierra Leone,2017,20.833333333333336,0.5,0,0.5,0,0,0,0,0,1,0.5,0,0,48.75,1,1,0,0.3,0,0.3,1,0.3,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,14.285714285714285,0,1,0,0,0,0,0,41.80059523809524
SLV,El Salvador,2017,50,0,0,1,0,1,0,1,0,1,1,1,0,48.75,1,1,0,1,0,0,0.3,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,56.83035714285714
SMR,San Marino,2017,58.333333333333336,0.5,0,0.5,1,0,1,1,0.5,1,0.5,1,0,25,1,1,0,0,0,0,0,0,41.666666666666664,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,31.25
SOM,Somalia,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0.3,0,0,0,0,25,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1875
SRB,Serbia,2017,75,0.5,1,1,0.5,1,1,0.5,0,1,0.5,1,1,65,1,1,0,1,0,1,0.6,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,81.42857142857143
SSD,South Sudan,2017,20.833333333333336,0.5,0.5,0,0.5,0,0,0,0,1,0,0,0,36.25,1,1,0,0.3,0,0,0.3,0.3,66.66666666666667,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,30.9375
SUR,Suriname,2017,50,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0.5,1,0,43.75,1,1,0,0.6,0,0.3,0.3,0.3,75,0,1,1,1,0,1,1,1,0,1,1,1,28.57142857142857,0,0,0,1,1,0,0,49.33035714285714
SVK,Slovak Republic,2017,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,88.69047619047619
SVN,Slovenia,2017,83.33333333333334,1,1,1,1,1,0,1,0,1,1,1,1,100,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,95.83333333333334
SWE,Sweden,2017,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,86.60714285714286
SYC,Seychelles,2017,58.333333333333336,0.5,0,1,0.5,1,0,0.5,0.5,1,1,1,0,32.5,1,1,0,0.6,0,0,0,0,75,0,1,1,1,0,1,1,1,1,1,1,0,42.857142857142854,1,0,0,1,1,0,0,52.17261904761905
SYR,Syrian Arab Republic,2017,25,0,0,0.5,0,1,0,0,0,1,0.5,0,0,27.500000000000004,0.5,0.5,0,0.6,0,0.3,0,0.3,25,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.375
TCD,Chad,2017,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,45,1,1,0,0.3,0,0,1,0.3,75,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,34.166666666666664
TGO,Togo,2017,33.33333333333333,0,0,1,0.5,1,0,0,0,1,0.5,0,0,52.5,1,1,0,0.6,0,0,1,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,1,1,0,0,0,0,53.60119047619047
THA,Thailand,2017,66.66666666666666,0.5,0,1,0.5,1,1,1,1,1,1,0,0,78.75,1,1,1,1,0,1,1,0.3,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,80.69940476190476
TJK,Tajikistan,2017,45.83333333333333,0.5,1,0,1,1,0,0,0.5,1,0.5,0,0,56.25,1,1,0,1,0,0.6,0.3,0.6,91.66666666666667,1,1,1,1,1,1,1,1,1,1,1,0,28.57142857142857,0,0,0,1,1,0,0,55.58035714285714
TKM,Turkmenistan,2017,4.166666666666666,0.5,0,0,0,0,0,0,0,0,0,0,0,28.749999999999996,1,1,0,0,0,0,0.3,0,50,0,1,1,0,1,1,0,0,0,1,0,1,14.285714285714285,0,0,0,0,1,0,0,24.300595238095234
TLS,Timor-Leste,2017,50,1,0.5,1,0.5,1,0,0.5,0,1,0.5,0,0,75,1,1,0,1,0,1,1,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,14.285714285714285,0,0,0,0,1,0,0,57.73809523809524
TON,Tonga,2017,33.33333333333333,0.5,0.5,0,0.5,0,0,1,0,1,0.5,0,0,36.25,1,1,0,0.6,0,0,0,0.3,50,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,29.895833333333332
TTO,Trinidad and Tobago,2017,37.5,0.5,0,0.5,0,1,0,0,0,1,0.5,1,0,36.25,1,1,0,0.3,0,0,0.3,0.3,66.66666666666667,0,1,1,0,0,1,1,1,0,1,1,1,14.285714285714285,0,0,0,0,1,0,0,38.67559523809524
TUN,Tunisia,2017,25,0.5,0.5,1,0,0,0,0,0,0,1,0,0,56.25,1,1,0,0.6,0,1,0.6,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,59.598214285714285
TUR,Turkey,2017,87.5,0.5,0,1,1,1,1,1,1,1,1,1,1,67.5,1,0.5,0,1,0.3,1,0.6,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,81.60714285714286
TUV,Tuvalu,2017,8.333333333333332,0,0,0,0.5,0,0,0,0,0,0.5,0,0,28.749999999999996,1,1,0,0.3,0,0,0,0,50,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,21.770833333333332
TZA,Tanzania,2017,50,1,0.5,0.5,0.5,1,1,0,0,1,0.5,0,0,72.5,1,1,0,0.6,0.6,0.6,1,1,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,60.68452380952381
UGA,Uganda,2017,54.166666666666664,1,0.5,0,0,1,1,1,0.5,1,0.5,0,0,73.75,1,1,0,1,0.3,1,0.6,1,83.33333333333333,1,1,1,1,0,1,0,1,1,1,1,1,28.57142857142857,0,1,0,0,1,0,0,59.95535714285714
UKR,Ukraine,2017,83.33333333333334,0.5,1,1,1,1,1,0.5,0,1,1,1,1,52.5,0.5,0.5,0,1,0,1,0.6,0.6,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,1,0,0,1,1,0,0,67.58928571428571
URY,Uruguay,2017,37.5,0.5,0,0.5,0,0,0,0.5,0,1,1,1,0,78.75,1,1,1,1,0,1,0.3,1,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,71.91964285714286
USA,United States,2017,79.16666666666666,1,1,1,1,0,1,1,0.5,1,1,1,0,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,0,1,84.97023809523809
UZB,Uzbekistan,2017,66.66666666666666,0.5,1,1,0.5,1,0,0.5,1,1,0.5,1,0,15,0,0,0,0.6,0,0,0,0.6,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,28.57142857142857,0,0,0,1,1,0,0,50.47619047619047
VCT,St. Vincent and the Grenadines,2017,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0,0,0,0,0.3,75,0,1,1,1,0,1,0,1,1,1,1,1,14.285714285714285,0,0,0,1,0,0,0,39.92559523809524
VEN,"Venezuela, RB",2017,25,0.5,0,0,0,1,0,0,0,1,0.5,0,0,36.25,1,1,0,0,0,0.3,0,0.6,91.66666666666667,1,1,1,1,1,1,0,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,48.94345238095239
VNM,Vietnam,2017,41.66666666666667,0.5,0.5,1,0.5,1,0,0,0,0,0.5,1,0,87.5,1,1,1,1,0,1,1,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,69.49404761904762
VUT,Vanuatu,2017,16.666666666666664,0.5,0,0,0,0,0,0,0,1,0.5,0,0,40,1,1,0,0.3,0,0,0.6,0.3,75,0,1,1,0,1,1,0,1,1,1,1,1,28.57142857142857,0,1,0,0,0,0,1,40.05952380952381
WSM,Samoa,2017,41.66666666666667,0.5,0.5,0.5,0.5,1,0,0,0.5,1,0.5,0,0,43.75,1,1,0,0.6,0,0.3,0.3,0.3,75,0,1,1,1,0,1,1,1,0,1,1,1,42.857142857142854,1,1,0,0,1,0,0,50.81845238095239
XKX,Kosovo,2017,50,0.5,0.5,1,0.5,1,0,0,1,1,0.5,0,0,70,1,1,0,1,0.3,1,0.3,1,50,1,0,0,0,0,0,1,1,1,1,1,0,42.857142857142854,1,0,1,1,0,0,0,53.214285714285715
YEM,"Yemen, Rep.",2017,25,0.5,0,0.5,0.5,1,0,0,0,0,0.5,0,0,31.25,0.5,0.5,0,0.3,0,0.3,0.3,0.6,83.33333333333333,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,34.89583333333333
ZAF,South Africa,2017,62.5,1,0.5,0.5,0.5,1,0,0.5,0.5,1,1,0,1,57.49999999999999,1,1,0,1,0,1,0.3,0.3,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,72.85714285714286
ZMB,Zambia,2017,37.5,1,0.5,0.5,0,1,0,0,0,1,0.5,0,0,82.5,1,1,0,0.6,1,1,1,1,75,1,1,1,0,0,1,0,1,1,1,1,1,42.857142857142854,0,1,1,1,0,0,0,59.464285714285715
ZWE,Zimbabwe,2017,33.33333333333333,0.5,0.5,0.5,0.5,1,0,0,0.5,0,0.5,0,0,65,1,1,0,0.6,0.3,1,1,0.3,83.33333333333333,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,45.416666666666664
NA,Côte d'Ivoire,2017,25,0,0.5,0.5,0.5,0,0,0,0,1,0.5,0,0,56.25,1,1,0,0.6,0.3,0.3,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857142857,0,1,0,1,0,0,0,NA
NA,"Macedonia, FYR",2017,66.66666666666666,0.5,0,1,1,1,0,0.5,0,1,1,1,1,58.75,0.5,1,0,1,0,1,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.42857142857143,1,0,1,1,1,1,0,NA
NA,São Tomé and Principe,2017,33.33333333333333,0.5,0.5,0.5,0,1,0,0,0,1,0.5,0,0,36.25,1,1,0,0.3,0,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.285714285714285,0,1,0,0,0,0,0,NA
NA,Swaziland,2017,25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31.428571428571427,1,NA,0,0.6,0,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFG,Afghanistan,2018,33.33333333333333,0.5,0,0,0,1,0,0.5,0.5,1,0.5,0,0,37.5,0,0,0,1,0,0,1,1,91.66666666666667,1,1,1,1,0,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,0,1,0,51.339285714285715
AGO,Angola,2018,37.5,0.5,0,1,0.5,1,0,0,0,1,0.5,0,0,50,1,1,0.5,0.6,0,0,0.6,0.3,66.66666666666667,0,1,1,0,0,1,0,1,1,1,1,1,42.857142857142854,0,1,1,1,0,0,0,49.25595238095239
ALB,Albania,2018,83.33333333333334,1,1,1,0.5,1,0,1,1,1,0.5,1,1,70,1,1,0,1,0,1,0.6,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,84.16666666666667
ARE,United Arab Emirates,2018,58.333333333333336,0.5,0.5,1,0.5,1,0,1,1,1,0.5,0,0,32.5,1,1,0,0.6,0,0,0,0,83.33333333333333,0,1,1,1,1,1,1,1,1,1,0,1,42.857142857142854,0,0,1,1,1,0,0,54.25595238095239
ARG,Argentina,2018,45.83333333333333,1,0,0.5,0,1,0,1,0,0,1,1,0,61.25000000000001,1,1,0,1,0,1,0.3,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,71.42857142857143,1,1,0,1,1,0,1,69.62797619047619
ARM,Armenia,2018,87.5,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,68.75,1,1,0,1,0.3,1,0.6,0.6,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,89.0625
ATG,Antigua and Barbuda,2018,29.166666666666668,0.5,0,0.5,0,0,0,0,0,1,0.5,1,0,28.749999999999996,1,1,0,0,0,0,0,0.3,66.66666666666667,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,31.145833333333336
AUS,Australia,2018,100,1,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,93.75
AUT,Austria,2018,91.66666666666666,1,1,1,1,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,83.33333333333333,0,1,1,1,0,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,93.75
AZE,Azerbaijan,2018,79.16666666666666,0.5,1,1,1,1,1,0.5,0,1,0.5,1,1,47.5,1,1,0,0.6,0,0.6,0,0.6,91.66666666666667,0,1,1,1,1,1,1,1,1,1,1,1,100,1,1,1,1,1,1,1,79.58333333333333
BDI,Burundi,2018,41.66666666666667,0.5,0,0.5,0.5,1,0,0,0,1,0.5,1,0,61.25000000000001,1,1,0,1,0.6,0,1,0.3,75,0,1,1,1,1,1,0,1,1,1,1,0,57.14285714285714,1,1,1,0,1,0,0,58.764880952380956
BEL,Belgium,2018,87.5,1,1,1,0.5,1,0,1,1,1,1,1,1,100,1,1,1,1,1,1,1,1,75,0,1,1,0,0,1,1,1,1,1,1,1,85.71428571428571,1,1,1,1,1,1,0,87.05357142857143
BEN,Benin,2018,29.166666666666668,0.5,0,0.5,0.5,0,0,0,0.5,1,0.5,0,0,72.5,1,1,1,1,0,0.6,0.6,0.6,83.33333333333333,1,1,1,1,0,1,0,1,1,1,1,1,71.42857142857143,1,1,1,1,1,0,0,64.10714285714286
BFA,Burkina Faso,2018,33.33333333333333,0.5,0,0.5,0.5,1,0,0,0,1,0.5,0,0,52.5,1,1,0,1,0.3,0,0.6,0.3,75,0,1,1,1,0,1,0,1,1,1,1,1,57.14285714285714,0,1,1,1,1,0,0,54.49404761904761
BGD,Bangladesh,2018,25,0.5,0,1,0,0,0,0,0,1,0.5,0,0,66.25,1,1,0,1,0,1,1,0.3,91.66666666666667,1,1,1,0,1,1,1,1,1,1,1,1,42.857142857142854,0,1,0,1,1,0,0,56.44345238095239
